fiscal_year,document_type,local_file,legistar_matter_number,legistar_url,adoption_date,status,notes,adopting_event_id,adopting_body,adopting_action,adopting_datetime
2015,transparency_reso_02,source/FY15/transparency-resolutions/Transparency-Reso-02-2014-08-21.pdf,Res 0382-2014,,2014-08-21,confirmed,confirmed (positional). URL not captured in source doc; resolve via get_bill.,13442,City Council,"Approved, by Council",2014-08-21T18:30:00
2015,transparency_reso_03,source/FY15/transparency-resolutions/Transparency-Reso-03-2014-09-23.pdf,Res 0416-2014,,2014-09-23,confirmed,confirmed (positional). URL not captured in source doc; resolve via get_bill.,13530,City Council,"Approved, by Council",2014-09-23T18:30:00
2015,transparency_reso_04,source/FY15/transparency-resolutions/Transparency-Reso-04-2014-10-07.pdf,Res 0428-2014,,2014-10-07,confirmed,confirmed (positional). URL not captured in source doc; resolve via get_bill.,13563,City Council,"Approved, by Council",2014-10-07T18:30:00
2015,transparency_reso_05,source/FY15/transparency-resolutions/Transparency-Reso-05-2014-10-22.pdf,Res 0450-2014,,2014-10-22,confirmed,confirmed (positional). URL not captured in source doc; resolve via get_bill.,13592,City Council,"Approved, by Council",2014-10-22T18:30:00
2015,transparency_reso_06,source/FY15/transparency-resolutions/Transparency-Reso-06-2014-11-25.pdf,Res 0476-2014,,2014-11-25,confirmed,confirmed (positional). URL not captured in source doc; resolve via get_bill.,13671,City Council,"Approved, by Council",2014-11-25T18:30:00
2015,transparency_reso_07,source/FY15/transparency-resolutions/Transparency-Reso-07-2014-12-17.pdf,Res 0519-2014,,2014-12-17,confirmed,confirmed (positional). URL not captured in source doc; resolve via get_bill.,13724,City Council,"Approved, by Council",2014-12-17T18:30:00
2015,transparency_reso_08,source/FY15/transparency-resolutions/Transparency-Reso-08-2015-01-07.pdf,Res 0537-2015,,2015-01-07,confirmed,confirmed (positional). URL not captured in source doc; resolve via get_bill.,13767,City Council,"Approved, by Council",2015-01-07T12:00:00
2015,transparency_reso_09,source/FY15/transparency-resolutions/Transparency-Reso-09-2015-01-21.pdf,Res 0545-2015,,2015-01-21,confirmed,confirmed (positional). URL not captured in source doc; resolve via get_bill.,13795,City Council,"Approved, by Council",2015-01-22T18:30:00
2015,transparency_reso_10,source/FY15/transparency-resolutions/Transparency-Reso-10-2015-02-12.pdf,Res 0570-2015,,2015-02-12,confirmed,confirmed (positional). URL not captured in source doc; resolve via get_bill.,13842,City Council,"Approved, by Council",2015-02-12T18:30:00
2015,transparency_reso_11,source/FY15/transparency-resolutions/Transparency-Reso-11-2015-02-26.pdf,Res 0590-2015,,2015-02-26,confirmed,confirmed (positional). URL not captured in source doc; resolve via get_bill.,13912,City Council,"Approved, by Council",2015-02-26T18:30:00
2015,transparency_reso_12,source/FY15/transparency-resolutions/Transparency-Reso-12-2015-03-31.pdf,Res 0636-2015,,2015-03-31,confirmed,confirmed (positional). URL not captured in source doc; resolve via get_bill.,13985,City Council,"Approved, by Council",2015-03-31T18:30:00
2016,schedule_c,source/FY16/fy2016-skedcf.pdf,Res 0763-2015,,2015-06-26,confirmed,Designation reso filed same day as Capital A/budget adoption.,14178,City Council,"Approved, by Council",2015-06-26T18:00:00
2016,terms_conditions,source/FY16/fy2016-tandc.pdf,Res 0770-2015,,2015-06-26,candidate,Not confirmed as a standalone matter; likely embedded in the main budget-adoption resolution (M 0279-2015).,,,,
2016,capital_a,source/FY16/fy2016-adopt15_capreso.pdf,Res 0772-2015,,2015-06-26,confirmed,Paired B = Res 0773-2015 (explicit MatterEXText4 cross-ref). Second local file fy2016-adopt15_capresowork.pdf presumed a working/committee-report companion to the same matter.,14178,City Council,"Approved, by Council",2015-06-26T13:00:00
2016,transparency_reso_01,source/FY16/transparency-resolutions/Transparency-Reso-01-2015-07-23.pdf,Res 0793-2015,,2015-07-23,confirmed,URL not captured in source doc; resolve via get_bill.,14207,City Council,"Approved, by Council",2015-07-23T18:30:00
2016,transparency_reso_02,source/FY16/transparency-resolutions/Transparency-Reso-02-2015-08-13.pdf,Res 0817-2015,,2015-08-13,confirmed,URL not captured in source doc; resolve via get_bill.,14216,City Council,"Approved, by Council",2015-08-13T14:30:00
2016,transparency_reso_03,source/FY16/transparency-resolutions/Transparency-Reso-03-2015-09-17.pdf,Res 0846-2015,,2015-09-17,confirmed,URL not captured in source doc; resolve via get_bill.,14306,City Council,"Approved, by Council",2015-09-17T18:30:00
2016,transparency_reso_04,source/FY16/transparency-resolutions/Transparency-Reso-04-2015-09-30.pdf,Res 0867-2015,,2015-09-30,confirmed,URL not captured in source doc; resolve via get_bill.,14352,City Council,"Approved, by Council",2015-09-30T18:30:00
2016,transparency_reso_05,source/FY16/transparency-resolutions/Transparency-Reso-05-2015-10-15.pdf,Res 0875-2015,,2015-10-15,confirmed,URL not captured in source doc; resolve via get_bill.,14372,City Council,"Approved, by Council",2015-10-15T18:30:00
2016,transparency_reso_06,source/FY16/transparency-resolutions/Transparency-Reso-06-2015-10-29.pdf,Res 0888-2015,,2015-10-29,confirmed,URL not captured in source doc; resolve via get_bill.,14405,City Council,"Approved, by Council",2015-10-29T18:30:00
2016,transparency_reso_07,source/FY16/transparency-resolutions/Transparency-Reso-07-2015-11-24.pdf,Res 0912-2015,,2015-11-24,confirmed,URL not captured in source doc; resolve via get_bill.,14455,City Council,"Approved, by Council",2015-11-24T18:30:00
2016,transparency_reso_08,source/FY16/transparency-resolutions/Transparency-Reso-08-2015-12-16.pdf,Res 0934-2015,,2015-12-16,confirmed,URL not captured in source doc; resolve via get_bill.,14499,City Council,"Approved, by Council",2015-12-16T18:30:00
2016,transparency_reso_09,source/FY16/transparency-resolutions/Transparency-Reso-09-2016-01-19.pdf,Res 0957-2016,,2016-01-19,confirmed,URL not captured in source doc; resolve via get_bill.,14551,City Council,"Approved, by Council",2016-01-19T18:30:00
2016,transparency_reso_10,source/FY16/transparency-resolutions/Transparency-Reso-10-2016-02-24.pdf,Res 0995-2016,,2016-02-24,confirmed,URL not captured in source doc; resolve via get_bill.,14662,City Council,"Approved, by Council",2016-02-24T18:30:00
2016,transparency_reso_11,source/FY16/transparency-resolutions/Transparency-Reso-11-2016-03-22.pdf,Res 1011-2016,,2016-03-22,confirmed,URL not captured in source doc; resolve via get_bill.,14709,City Council,"Approved, by Council",2016-03-22T18:30:00
2016,transparency_reso_12,source/FY16/transparency-resolutions/Transparency-Reso-12-2016-04-20.pdf,Res 1040-2016,,2016-04-20,confirmed,URL not captured in source doc; resolve via get_bill.,14786,City Council,"Approved, by Council",2016-04-20T18:30:00
2016,transparency_reso_13,source/FY16/transparency-resolutions/Transparency-Reso-13-2016-06-14.pdf,Res 1117-2016,,2016-06-14,confirmed,URL not captured in source doc; resolve via get_bill.,14909,City Council,"Approved, by Council",2016-06-14T18:30:00
2017,schedule_c,source/FY17/FY17-Schedule-C.pdf,Res 1117-2016,,2016-06-14,confirmed,Same Legistar matter as FY16 Transparency Reso 13 (structural overlap; designation series does not reset at FY boundary).,14909,City Council,"Approved, by Council",2016-06-14T18:30:00
2017,terms_conditions,source/FY17/2016-DOHMH-Terms-and-Conditions-Oral-Health.pdf,,,,not_located,Agency-specific T&C addendum (DOHMH); no separate Legistar matter found.,,,,
2017,terms_conditions,source/FY17/FY17-Terms-and-Conditions.pdf,Res 1120-2016,,2016-06-14,candidate,Not confirmed as a standalone matter; likely embedded in the main budget-adoption resolution (M 397-2016).,,,,
2017,capital_a,source/FY17/FY17-Sec254-Capital-ResoA-M398-Res1122-Res1123.pdf,Res 1122-2016,,2016-06-14,confirmed,"Found/downloaded 2026-07-07 via Legistar Attachments API. A/B pair: A=Res 1122-2016, B=Res 1123-2016.",14909,City Council,"Approved, by Council",2016-06-14T13:30:00
2017,transparency_reso_01,source/FY17/transparency-resolutions/Transparency-Reso-01-2016-07-14.pdf,Res 1161-2016,,2016-07-14,confirmed,URL not captured in source doc; resolve via get_bill.,14944,City Council,"Approved, by Council",2016-07-14T18:30:00
2017,transparency_reso_02,source/FY17/transparency-resolutions/Transparency-Reso-02-2016-08-16.pdf,Res 1179-2016,,2016-08-16,confirmed,URL not captured in source doc; resolve via get_bill.,14992,City Council,"Approved, by Council",2016-08-16T18:30:00
2017,transparency_reso_03,source/FY17/transparency-resolutions/Transparency-Reso-03-2016-09-14.pdf,Res 1194-2016,,2016-09-14,confirmed,URL not captured in source doc; resolve via get_bill.,15051,City Council,"Approved, by Council",2016-09-14T18:30:00
2017,transparency_reso_04,source/FY17/transparency-resolutions/Transparency-Reso-04-2016-09-28.pdf,Res 1229-2016,,2016-09-28,confirmed,URL not captured in source doc; resolve via get_bill.,15084,City Council,"Approved, by Council",2016-09-28T18:30:00
2017,transparency_reso_05,source/FY17/transparency-resolutions/Transparency-Reso-05-2016-10-27.pdf,Res 1260-2016,,2016-10-27,confirmed,URL not captured in source doc; resolve via get_bill.,15149,City Council,"Approved, by Council",2016-10-27T18:30:00
2017,transparency_reso_06,source/FY17/transparency-resolutions/Transparency-Reso-06-2016-11-16.pdf,Res 1275-2016,,2016-11-16,confirmed,URL not captured in source doc; resolve via get_bill.,15182,City Council,"Approved, by Council",2016-11-16T18:30:00
2017,transparency_reso_07,source/FY17/transparency-resolutions/Transparency-Reso-07-2016-12-15.pdf,Res 1323-2016,,2016-12-15,confirmed,URL not captured in source doc; resolve via get_bill.,15246,City Council,"Approved, by Council",2016-12-15T13:30:00
2017,transparency_reso_08,source/FY17/transparency-resolutions/Transparency-Reso-08-2017-01-18.pdf,Res 1352-2017,,2017-01-18,confirmed,URL not captured in source doc; resolve via get_bill.,15292,City Council,"Approved, by Council",2017-01-18T13:30:00
2017,transparency_reso_09,source/FY17/transparency-resolutions/Transparency-Reso-09-2017-02-01.pdf,Res 1356-2017,,2017-02-01,confirmed,URL not captured in source doc; resolve via get_bill.,15327,City Council,"Approved, by Council",2017-02-01T18:30:00
2017,transparency_reso_10,source/FY17/transparency-resolutions/Transparency-Reso-10-2017-03-01.pdf,Res 1390-2017,,2017-03-01,confirmed,URL not captured in source doc; resolve via get_bill.,15399,City Council,"Approved, by Council",2017-03-01T18:30:00
2017,transparency_reso_11,source/FY17/transparency-resolutions/Transparency-Reso-11-2017-03-16.pdf,Res 1413-2017,,2017-03-16,confirmed,URL not captured in source doc; resolve via get_bill.,15420,City Council,"Approved, by Council",2017-03-16T18:30:00
2017,transparency_reso_12,source/FY17/transparency-resolutions/Transparency-Reso-12-2017-04-05.pdf,Res 1431-2017,,2017-04-05,confirmed,URL not captured in source doc; resolve via get_bill.,15486,City Council,"Approved, by Council",2017-04-05T18:30:00
2017,transparency_reso_13,source/FY17/transparency-resolutions/Transparency-Reso-13-2017-06-06.pdf,Res 1522-2017,,2017-06-06,confirmed,URL not captured in source doc; resolve via get_bill.,15627,City Council,"Approved, by Council",2017-06-06T18:00:00
2018,schedule_c,source/FY18/FY-2018-Schedule-C-Cover-Template-FINAL-MERGE.pdf,Res 1522-2017,,2017-06-06,confirmed,CORRECTED 2026-07-07: same matter as FY17 Transparency Reso 13; supersedes the earlier Res 1563-2017 guess (which is actually FY18 Transparency Reso 01).,15627,City Council,"Approved, by Council",2017-06-06T18:00:00
2018,terms_conditions,source/FY18/FY18-Terms-and-Conditions.pdf,Res 1532-2017,,2017-06-06,candidate,Not confirmed as a standalone matter; likely embedded in the main budget-adoption resolution (M 0498-2017). Corroborated by Res 1659-2017 rescindment language.,,,,
2018,capital_a,source/FY18/FY18-Sec254-Capital-ResoA-M499-Res1534-Res1535.pdf,Res 1534-2017,,2017-06-06,confirmed,"Found/downloaded 2026-07-07 via Legistar Attachments API. A/B pair: A=Res 1534-2017, B=Res 1535-2017.",15627,City Council,"Approved, by Council",2017-06-06T13:00:00
2018,transparency_reso_01,source/FY18/transparency-resolutions/Transparency-Reso-01-2017-06-21.pdf,Res 1563-2017,,2017-06-21,confirmed,URL not captured in source doc; resolve via get_bill.,15659,City Council,"Approved, by Council",2017-06-21T18:30:00
2018,transparency_reso_02,source/FY18/transparency-resolutions/Transparency-Reso-02-2017-07-20.pdf,Res 1589-2017,,2017-07-20,confirmed,URL not captured in source doc; resolve via get_bill.,15682,City Council,"Approved, by Council",2017-07-20T18:30:00
2018,transparency_reso_03,source/FY18/transparency-resolutions/Transparency-Reso-03-2017-08-24.pdf,Res 1621-2017,,2017-08-24,confirmed,confirmed (positional). URL not captured in source doc; resolve via get_bill.,15765,City Council,"Approved, by Council",2017-08-24T18:30:00
2018,transparency_reso_04,source/FY18/transparency-resolutions/Transparency-Reso-04-2017-09-27.pdf,Res 1658-2017,,2017-09-27,confirmed,URL not captured in source doc; resolve via get_bill.,15818,City Council,"Approved, by Council",2017-09-27T18:30:00
2018,transparency_reso_05,source/FY18/transparency-resolutions/Transparency-Reso-05-2017-10-31.pdf,Res 1699-2017,,2017-10-31,confirmed,confirmed (positional). URL not captured in source doc; resolve via get_bill.,15882,City Council,"Approved, by Council",2017-10-31T18:30:00
2018,transparency_reso_06,source/FY18/transparency-resolutions/Transparency-Reso-06-2017-11-30.pdf,Res 1730-2017,,2017-11-30,confirmed,confirmed (positional). URL not captured in source doc; resolve via get_bill.,15955,City Council,"Approved, by Council",2017-11-30T18:30:00
2018,transparency_reso_07,source/FY18/transparency-resolutions/Transparency-Reso-07-2017-12-19.pdf,Res 1780-2017,,2017-12-19,confirmed,URL not captured in source doc; resolve via get_bill.,16000,City Council,"Approved, by Council",2017-12-19T13:30:00
2018,transparency_reso_08,source/FY18/transparency-resolutions/Transparency-Reso-08-2018-02-15.pdf,Res 0189-2018,,2018-02-15,confirmed,URL not captured in source doc; resolve via get_bill.,16080,City Council,"Approved, by Council",2018-02-15T18:30:00
2018,transparency_reso_09,source/FY18/transparency-resolutions/Transparency-Reso-09-2018-03-22.pdf,Res 0239-2018,,2018-03-22,confirmed,confirmed (positional). URL not captured in source doc; resolve via get_bill.,16207,City Council,"Approved, by Council",2018-03-22T18:30:00
2018,transparency_reso_10,source/FY18/transparency-resolutions/Transparency-Reso-10-2018-04-11.pdf,Res 0271-2018,,2018-04-11,confirmed,confirmed (positional). URL not captured in source doc; resolve via get_bill.,16249,City Council,"Approved, by Council",2018-04-11T18:30:00
2018,transparency_reso_11,source/FY18/transparency-resolutions/Transparency-Reso-11-2018-05-09.pdf,Res 0333-2018,,2018-05-09,confirmed,confirmed (positional). URL not captured in source doc; resolve via get_bill.,16315,City Council,"Approved, by Council",2018-05-09T18:30:00
2018,transparency_reso_12,source/FY18/transparency-resolutions/Transparency-Reso-12-2018-06-14.pdf,Res 0399-2018,,2018-06-14,confirmed,confirmed (positional). URL not captured in source doc; resolve via get_bill.,16402,City Council,"Approved, by Council",2018-06-14T16:00:00
2019,schedule_c,source/FY19/Fiscal-2019-Schedule-C-Final-Report.pdf,Res 0399-2018,,2018-06-14,confirmed,Same matter as FY18 Transparency Reso 12.,16402,City Council,"Approved, by Council",2018-06-14T16:00:00
2019,capital_a,source/FY19/Capital-Final-Upload.pdf,Res 0405-2018,,2018-06-14,confirmed,Paired B = Res 0406-2018 (explicit MatterEXText4 cross-ref).,16402,City Council,"Approved, by Council",2018-06-14T14:00:00
2019,transparency_reso_01,source/FY19/transparency-resolutions/Transparency-Reso-01-2018-07-18.pdf,Res 0457-2018,,2018-07-18,confirmed,"URL not captured in source doc; resolve via get_bill. Local PDF text says ""dated July 17, 2018"" (1-day discrepancy vs Legistar floor-adoption date).",16474,City Council,"Approved, by Council",2018-07-18T18:30:00
2019,transparency_reso_02,source/FY19/transparency-resolutions/Transparency-Reso-02-2018-08-08.pdf,Res 0472-2018,,2018-08-08,confirmed,URL not captured in source doc; resolve via get_bill.,16496,City Council,"Approved, by Council",2018-08-08T18:30:00
2019,transparency_reso_03,source/FY19/transparency-resolutions/Transparency-Reso-03-2018-09-26.pdf,Res 0537-2018,,2018-09-26,confirmed,confirmed (positional). URL not captured in source doc; resolve via get_bill.,16604,City Council,"Approved, by Council",2018-09-26T18:30:00
2019,transparency_reso_04,source/FY19/transparency-resolutions/Transparency-Reso-04-2018-10-31.pdf,Res 0579-2018,,2018-10-31,confirmed,confirmed (positional). URL not captured in source doc; resolve via get_bill.,16688,City Council,"Approved, by Council",2018-10-31T18:30:00
2019,transparency_reso_05,source/FY19/transparency-resolutions/Transparency-Reso-05-2018-12-11.pdf,Res 0652-2018,,2018-12-11,confirmed,confirmed (positional). URL not captured in source doc; resolve via get_bill.,16793,City Council,"Approved, by Council",2018-12-11T18:30:00
2019,transparency_reso_06,source/FY19/transparency-resolutions/Transparency-Reso-06-2018-12-20.pdf,Res 0674-2018,,2018-12-20,confirmed,URL not captured in source doc; resolve via get_bill.,16815,City Council,"Approved, by Council",2018-12-20T18:30:00
2019,transparency_reso_07,source/FY19/transparency-resolutions/Transparency-Reso-07-2019-01-24.pdf,Res 0722-2019,,2019-01-24,confirmed,confirmed (positional). URL not captured in source doc; resolve via get_bill.,16907,City Council,"Approved, by Council",2019-01-24T18:30:00
2019,transparency_reso_08,source/FY19/transparency-resolutions/Transparency-Reso-08-2019-02-28.pdf,Res 0763-2019,,2019-02-28,confirmed,confirmed (positional). URL not captured in source doc; resolve via get_bill.,17072,City Council,"Approved, by Council",2019-02-28T18:30:00
2019,transparency_reso_09,source/FY19/transparency-resolutions/Transparency-Reso-09-2019-03-28.pdf,Res 0805-2019,,2019-03-28,confirmed,confirmed (positional). URL not captured in source doc; resolve via get_bill.,17127,City Council,"Approved, by Council",2019-03-28T18:30:00
2019,transparency_reso_10,source/FY19/transparency-resolutions/Transparency-Reso-10-2019-04-18.pdf,Res 0846-2019,,2019-04-18,confirmed,confirmed (positional). URL not captured in source doc; resolve via get_bill.,17163,City Council,"Approved, by Council",2019-04-18T18:30:00
2019,transparency_reso_11,source/FY19/transparency-resolutions/Transparency-Reso-11-2019-06-19.pdf,Res 0964-2019,,2019-06-19,confirmed,URL not captured in source doc; resolve via get_bill.,17318,City Council,"Approved, by Council",2019-06-19T18:00:00
2020,schedule_c,source/FY20/Fiscal-2020-Schedule-C-Final-Merge.pdf,Res 0964-2019,,2019-06-19,confirmed,Same matter as FY19 Transparency Reso 11.,17318,City Council,"Approved, by Council",2019-06-19T18:00:00
2020,capital_a,source/FY20/Supporting-Detail-for-the-FY-2020-Changes-to-the-Executive-Capital-Budget-Adopted-by-the-City-Council-Pursuant-to-Section-254-2.pdf,Res 0970-2019,,2019-06-19,confirmed,Paired B = Res 0971-2019 (explicit MatterEXText4 cross-ref).,17318,City Council,"Approved, by Council",2019-06-19T15:00:00
2020,transparency_reso_01,source/FY20/transparency-resolutions/Transparency-Reso-01-2019-07-23.pdf,Res 0998-2019,,2019-07-23,confirmed,URL not captured in source doc; resolve via get_bill.,17384,City Council,"Approved, by Council",2019-07-23T18:30:00
2020,transparency_reso_02,source/FY20/transparency-resolutions/Transparency-Reso-02-2019-08-14.pdf,Res 1022-2019,,2019-08-14,confirmed,confirmed (positional). URL not captured in source doc; resolve via get_bill.,17426,City Council,"Approved, by Council",2019-08-14T13:30:00
2020,transparency_reso_03,source/FY20/transparency-resolutions/Transparency-Reso-03-2019-09-25.pdf,Res 1059-2019,,2019-09-25,confirmed,confirmed (positional). URL not captured in source doc; resolve via get_bill.,17533,City Council,"Approved, by Council",2019-09-25T18:30:00
2020,transparency_reso_04,source/FY20/transparency-resolutions/Transparency-Reso-04-2019-11-14.pdf,Res 1155-2019,,2019-11-14,confirmed,confirmed (positional). URL not captured in source doc; resolve via get_bill.,17640,City Council,"Approved, by Council",2019-11-14T18:30:00
2020,transparency_reso_05,source/FY20/transparency-resolutions/Transparency-Reso-05-2019-12-19.pdf,Res 1198-2019,,2019-12-19,confirmed,confirmed (positional). URL not captured in source doc; resolve via get_bill.,17756,City Council,"Approved, by Council",2019-12-19T18:30:00
2020,transparency_reso_06,source/FY20/transparency-resolutions/Transparency-Reso-06-2020-01-23.pdf,Res 1228-2020,,2020-01-23,confirmed,URL not captured in source doc; resolve via get_bill.,17800,City Council,"Approved, by Council",2020-01-23T18:30:00
2020,transparency_reso_07,source/FY20/transparency-resolutions/Transparency-Reso-07-2020-02-27.pdf,Res 1258-2020,,2020-02-27,confirmed,URL not captured in source doc; resolve via get_bill.,17901,City Council,"Approved, by Council",2020-02-27T13:35:00
2020,transparency_reso_08,source/FY20/transparency-resolutions/Transparency-Reso-08-2020-06-30.pdf,Res 1352-2020,,2020-06-30,confirmed,URL not captured in source doc; resolve via get_bill. Fiscal 2020 closeout resolution adopted same day as FY2021 budget.,18033,City Council,"Approved, by Council",2020-06-30T14:00:00
2021,schedule_c,source/FY21/Fiscal-2021-Schedule-C-Cover-REPORT-Final.pdf,Res 1361-2020,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=65938&GUID=E329BBC3-0676-45BB-BF80-0CE3FE8A7DF7,2020-06-30,confirmed,"inferred exhibit (Contract Budget reso, M 230); attachment-level link not visually confirmed.",18032,City Council,"Approved, by Council",2020-06-30T20:00:00
2021,terms_conditions,source/FY21/Fiscal-2021-Terms-and-Conditions.pdf,Res 1361-2020,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=65938&GUID=E329BBC3-0676-45BB-BF80-0CE3FE8A7DF7,2020-06-30,confirmed,"inferred exhibit; same matter as FY2021 Schedule C (Contract Budget reso, M 230).",18032,City Council,"Approved, by Council",2020-06-30T20:00:00
2021,capital_a,source/FY21/FY21-Sec254-Capital-ResoA-M231-Res1362-Res1363.pdf,Res 1362-2020,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=65939&GUID=4557B556-938C-4803-A5B0-A24F9C921889,2020-06-30,confirmed,M 231.,18032,City Council,"Approved, by Council",2020-06-30T20:00:00
2021,transparency_reso_01,source/FY21/transparency-resolutions/Transparency-Reso-01-2020-08-27.pdf,Res 1394-2020,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=66163&GUID=BE3507A2-88A4-4C3E-97EF-108C917E678B,2020-08-27,confirmed,,18097,City Council,"Approved, by Council",2020-08-27T13:35:00
2021,transparency_reso_02,source/FY21/transparency-resolutions/Transparency-Reso-02-2020-09-23.pdf,Res 1433-2020,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=66272&GUID=C3963F07-5E20-4B1B-A6F6-29A6DCE3CEA3,2020-09-23,confirmed,,18127,City Council,"Approved, by Council",2020-09-23T18:30:00
2021,transparency_reso_03,source/FY21/transparency-resolutions/Transparency-Reso-03-2020-10-29.pdf,Res 1470-2020,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=66454&GUID=C4BA24FB-92A8-4386-AA65-CC7D25C6C7E6,2020-10-29,confirmed,,18241,City Council,"Approved, by Council",2020-10-29T18:30:00
2021,transparency_reso_04,source/FY21/transparency-resolutions/Transparency-Reso-04-2020-11-19.pdf,Res 1480-2020,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=66521&GUID=183A7D62-9660-4C2B-BB9C-69AB6F9FD1F3,2020-11-19,confirmed,,18286,City Council,"Approved, by Council",2020-11-19T18:30:00
2021,transparency_reso_05,source/FY21/transparency-resolutions/Transparency-Reso-05-2020-12-17.pdf,Res 1509-2020,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=66617&GUID=3E86BFF9-9DC4-4397-A2F0-92508ECC60E0,2020-12-17,confirmed,,18361,City Council,"Approved, by Council",2020-12-17T18:30:00
2021,transparency_reso_06,source/FY21/transparency-resolutions/Transparency-Reso-06-2021-02-25.pdf,Res 1544-2021,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=66803&GUID=6C3B21DE-395F-456E-BA03-15D713F440AD,2021-02-25,confirmed,,18511,City Council,"Approved, by Council",2021-02-25T18:30:00
2021,transparency_reso_07,source/FY21/transparency-resolutions/Transparency-Reso-07-2021-04-22.pdf,Res 1603-2021,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=67065&GUID=BB3A29A9-63FF-4091-8050-06FDAAA0EE48,2021-04-22,confirmed,,18594,City Council,"Approved, by Council",2021-04-22T18:30:00
2021,transparency_reso_08,source/FY21/transparency-resolutions/Transparency-Reso-08-2021-06-30.pdf,Res 1693-2021,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=67385&GUID=52CA543B-B01B-41AA-B21D-0C9D9FE862B5,2021-06-30,confirmed,,18725,City Council,"Approved, by Council",2021-06-30T16:00:00
