fiscal_year,document_type,local_file,legistar_matter_number,legistar_url,adoption_date,status,notes,adopting_event_id,adopting_body,adopting_action,adopting_datetime
2022,schedule_c,source/FY22/Fiscal-2022-Schedule-C-Merge-6.30.21.pdf,Res 1700-2021,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=67311&GUID=92D21F55-1CDE-460A-81BB-2E6144538476,2021-06-30,confirmed,"inferred exhibit (Contract Budget reso, M 300).",18725,City Council,"Approved, by Council",2021-06-30T11:00:00
2022,terms_conditions,source/FY22/FY22-Terms-and-Conditions_FINAL.pdf,Res 1700-2021,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=67311&GUID=92D21F55-1CDE-460A-81BB-2E6144538476,2021-06-30,confirmed,inferred exhibit; same matter as FY2022 Schedule C (M 300).,18725,City Council,"Approved, by Council",2021-06-30T11:00:00
2022,capital_a,source/FY22/FY22-Sec254-Capital-ResoA-Book.pdf,Res 1701-2021,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=67312&GUID=D5169437-2921-4FF6-8A47-440DCFBD95CC,2021-06-30,confirmed,M 301.,18725,City Council,"Approved, by Council",2021-06-30T11:00:00
2022,capital_a,source/FY22/FY22-Sec254-Capital-Supporting-Detail-Book.pdf,Res 1701-2021,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=67312&GUID=D5169437-2921-4FF6-8A47-440DCFBD95CC,2021-06-30,confirmed,Capital Supporting Detail Book; same M-message as Reso A (M 301).,18725,City Council,"Approved, by Council",2021-06-30T11:00:00
2022,transparency_reso_01,source/FY22/transparency-resolutions/Transparency-Reso-01-2021-07-29.pdf,Res 1715-2021,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=67433&GUID=656351E0-7A00-4ED6-9AE5-E897CBEF2A62,2021-07-29,confirmed,,18742,City Council,"Approved, by Council",2021-07-29T18:30:00
2022,transparency_reso_02,source/FY22/transparency-resolutions/Transparency-Reso-02-2021-08-26.pdf,Res 1726-2021,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=67490&GUID=2602C1B2-E5C9-4A2F-91BC-697261B609D5,2021-08-26,confirmed,,18756,City Council,"Approved, by Council",2021-08-26T18:30:00
2022,transparency_reso_03,source/FY22/transparency-resolutions/Transparency-Reso-03-2021-09-23.pdf,Res 1739-2021,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=67545&GUID=623E80B5-209E-4322-A4AA-7B75221A9F02,2021-09-23,confirmed,,18812,City Council,"Approved, by Council",2021-09-23T18:30:00
2022,transparency_reso_04,source/FY22/transparency-resolutions/Transparency-Reso-04-2021-10-07.pdf,Res 1752-2021,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=67634&GUID=93989314-3E64-4207-9CA0-1B88BCE97C4B,2021-10-07,confirmed,,18862,City Council,"Approved, by Council",2021-10-07T13:30:00
2022,transparency_reso_05,source/FY22/transparency-resolutions/Transparency-Reso-05-2021-10-21.pdf,Res 1765-2021,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=67689&GUID=232B07D0-8C53-4353-B0AC-BBF4E20E5FF7,2021-10-21,confirmed,,18876,City Council,"Approved, by Council",2021-10-21T18:30:00
2022,transparency_reso_06,source/FY22/transparency-resolutions/Transparency-Reso-06-2021-11-10.pdf,Res 1785-2021,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=67797&GUID=33CF5E8B-3BFE-4563-AC42-2E6C55EF4DBC,2021-11-10,confirmed,,18923,City Council,"Approved, by Council",2021-11-10T18:30:00
2022,transparency_reso_07,source/FY22/transparency-resolutions/Transparency-Reso-07-2021-11-23.pdf,Res 1803-2021,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=67866&GUID=0E9A8171-9D02-4809-979D-7E33D9A84529,2021-11-23,confirmed,,18953,City Council,"Approved, by Council",2021-11-23T18:30:00
2022,transparency_reso_08,source/FY22/transparency-resolutions/Transparency-Reso-08-2021-12-09.pdf,Res 1839-2021,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=67977&GUID=E574A30A-D47D-46F6-B517-DB0A3F52B6EA,2021-12-09,confirmed,,18998,City Council,"Approved, by Council",2021-12-09T18:30:00
2022,transparency_reso_09,source/FY22/transparency-resolutions/Transparency-Reso-09-2021-12-15.pdf,Res 1869-2021,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=68007&GUID=1E40920F-C625-4B37-A68E-6754D70CA352,2021-12-15,confirmed,,19017,City Council,"Approved, by Council",2021-12-15T18:30:00
2022,transparency_reso_10,source/FY22/transparency-resolutions/Transparency-Reso-10-2022-03-10.pdf,Res 0058-2022,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=68341&GUID=17C86DE3-ED28-45BF-9232-D1EA258DE952,2022-03-10,confirmed,,19142,City Council,"Approved, by Council",2022-03-10T18:30:00
2022,transparency_reso_11,source/FY22/transparency-resolutions/Transparency-Reso-11-2022-04-14.pdf,Res 0107-2022,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=68648&GUID=D3A0B53F-CF44-4123-9ED7-77B3A8B2CC3C,2022-04-14,confirmed,,19226,City Council,"Approved, by Council",2022-04-14T13:30:00
2022,transparency_reso_12,source/FY22/transparency-resolutions/Transparency-Reso-12-2022-05-05.pdf,Res 0154-2022,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=69169&GUID=9F299F0F-9019-408B-883E-DDA8C31131D9,2022-05-05,confirmed,,19292,City Council,"Approved, by Council",2022-05-05T18:30:00
2022,transparency_reso_13,source/FY22/transparency-resolutions/Transparency-Reso-13-2022-05-19.pdf,Res 0160-2022,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=69391&GUID=41993EA5-70A0-42E7-BA88-837F3AC0F404,2022-05-19,confirmed,,19307,City Council,"Approved, by Council",2022-05-19T13:30:00
2022,transparency_reso_14,source/FY22/transparency-resolutions/Transparency-Reso-14-2022-06-13.pdf,Res 0224-2022,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=69668&GUID=31BD6152-03DF-4DE5-B15E-CF9620747372,2022-06-13,confirmed,,19395,City Council,"Approved, by Council",2022-06-13T19:05:00
2023,schedule_c,source/FY23/Fiscal-2023-Schedule-C-Merge-6.13.22-Final-1.pdf,Res 0226-2022,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=69621&GUID=0FA67523-248A-4B25-A939-D784C53C9E38,2022-06-13,confirmed,"inferred exhibit (Contract Budget reso, M 50).",19395,City Council,"Approved, by Council",2022-06-13T19:00:00
2023,terms_conditions,source/FY23/FY23-Terms-and-Conditions_FINAL_OMB-and-Council-Review-6.11.22.pdf,Res 0226-2022,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=69621&GUID=0FA67523-248A-4B25-A939-D784C53C9E38,2022-06-13,confirmed,inferred exhibit; same matter as FY2023 Schedule C (M 50).,19395,City Council,"Approved, by Council",2022-06-13T19:00:00
2023,capital_a,source/FY23/FY23-Sec254-Capital-ResoA-Book.pdf,Res 0227-2022,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=69622&GUID=DD188CF2-78BD-4A8B-AF8B-6A75EEE438EB,2022-06-13,confirmed,M 51.,19395,City Council,"Approved, by Council",2022-06-13T19:00:00
2023,capital_a,source/FY23/FY23-Sec254-Capital-Supporting-Detail-Book.pdf,Res 0227-2022,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=69622&GUID=DD188CF2-78BD-4A8B-AF8B-6A75EEE438EB,2022-06-13,confirmed,Capital Supporting Detail Book; same M-message as Reso A (M 51).,19395,City Council,"Approved, by Council",2022-06-13T19:00:00
2023,transparency_reso_01,source/FY23/transparency-resolutions/Transparency-Reso-01-2022-07-14.pdf,Res 0255-2022,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=69789&GUID=47066D56-EBF0-45EC-97B5-B59388D52171,2022-07-14,confirmed,,19426,City Council,"Approved, by Council",2022-07-14T16:30:00
2023,transparency_reso_02,source/FY23/transparency-resolutions/Transparency-Reso-02-2022-08-11.pdf,Res 0288-2022,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=69889&GUID=FFC68ACE-5EC9-4A59-BD62-8723C8E9EDF9,2022-08-11,confirmed,,19455,City Council,"Approved, by Council",2022-08-11T13:35:00
2023,transparency_reso_03,source/FY23/transparency-resolutions/Transparency-Reso-03-2022-09-29.pdf,Res 0327-2022,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=70175&GUID=51AFA7B4-FF48-4557-833F-78582CE37C46,2022-09-29,confirmed,,19578,City Council,"Approved, by Council",2022-09-29T18:30:00
2023,transparency_reso_04,source/FY23/transparency-resolutions/Transparency-Reso-04-2022-10-27.pdf,Res 0363-2022,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=70358&GUID=B6FBA5DE-A63D-4345-A1A9-0DECE21BED9E,2022-10-27,confirmed,,19641,City Council,"Approved, by Council",2022-10-27T18:30:00
2023,transparency_reso_05,source/FY23/transparency-resolutions/Transparency-Reso-05-2022-11-22.pdf,Res 0388-2022,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=70503&GUID=A46C9CE9-46EA-410A-BD27-C336E26FE413,2022-11-22,confirmed,,19697,City Council,"Approved, by Council",2022-11-22T18:30:00
2023,transparency_reso_06,source/FY23/transparency-resolutions/Transparency-Reso-06-2022-12-21.pdf,Res 0440-2022,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=70543&GUID=0549803D-1D57-4A62-9A59-13256DF38211,2022-12-21,confirmed,,19743,City Council,"Approved, by Council",2022-12-21T18:30:00
2023,transparency_reso_07,source/FY23/transparency-resolutions/Transparency-Reso-07-2023-01-19.pdf,Res 0457-2023,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=70676&GUID=A9BBBF7B-B2B5-40F8-B925-D0372260A3A0,2023-01-19,confirmed,,19796,City Council,"Approved, by Council",2023-01-19T13:35:00
2023,transparency_reso_08,source/FY23/transparency-resolutions/Transparency-Reso-08-2023-02-02.pdf,Res 0472-2023,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=70759&GUID=1CB90392-DF66-4A63-B80F-0AE41CAEE698,2023-02-02,confirmed,,19839,City Council,"Approved, by Council",2023-02-02T13:35:00
2023,transparency_reso_09,source/FY23/transparency-resolutions/Transparency-Reso-09-2023-02-16.pdf,Res 0502-2023,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=70832&GUID=186AF42C-7C88-4167-B1A4-BD865C4B26B9,2023-02-16,confirmed,,19906,City Council,"Approved, by Council",2023-02-16T13:30:00
2023,transparency_reso_10,source/FY23/transparency-resolutions/Transparency-Reso-10-2023-03-02.pdf,Res 0508-2023,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=70946&GUID=64869601-1DB4-4B84-92EE-05DE4CE6F054,2023-03-02,confirmed,,19930,City Council,"Approved, by Council",2023-03-02T18:30:00
2023,transparency_reso_11,source/FY23/transparency-resolutions/Transparency-Reso-11-2023-03-16.pdf,Res 0530-2023,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=70972&GUID=3957447C-B91C-40FD-A176-7DB70AFA5F42,2023-03-16,confirmed,,19957,City Council,"Approved, by Council",2023-03-16T18:30:00
2023,transparency_reso_12,source/FY23/transparency-resolutions/Transparency-Reso-12-2023-04-27.pdf,Res 0575-2023,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=71183&GUID=12171174-BC41-4C2E-A9BF-C08195AEFD31,2023-04-27,confirmed,,20070,City Council,"Approved, by Council",2023-04-27T18:30:00
2023,transparency_reso_13,source/FY23/transparency-resolutions/Transparency-Reso-13-2023-05-11.pdf,Res 0607-2023,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=71334&GUID=FC8CE78A-3F72-4767-9D16-4D4AC9DB050A,2023-05-11,confirmed,,20099,City Council,"Approved, by Council",2023-05-11T18:30:00
2023,transparency_reso_14,source/FY23/transparency-resolutions/Transparency-Reso-14-2023-06-30.pdf,Res 0705-2023,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=71611&GUID=A8903F59-949F-4C7F-8DE3-4F3A55828B3F,2023-06-30,confirmed,,20216,City Council,"Approved, by Council",2023-06-30T18:00:00
2024,schedule_c,source/FY24/Fiscal-2024-Schedule-C-Merge-Final.pdf,Res 0707-2023,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=71613&GUID=86D036D0-77E8-4A98-9A11-97A3D64CE9CA,2023-06-30,confirmed,"inferred exhibit (Contract Budget reso, M 141).",20216,City Council,"Approved, by Council",2023-06-30T12:00:00
2024,terms_conditions,source/FY24/FY24-Terms-and-Conditions.pdf,Res 0707-2023,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=71613&GUID=86D036D0-77E8-4A98-9A11-97A3D64CE9CA,2023-06-30,confirmed,inferred exhibit; same matter as FY2024 Schedule C (M 141).,20216,City Council,"Approved, by Council",2023-06-30T12:00:00
2024,capital_a,source/FY24/FY2024-Sec254-Supporting-Detail-Book_7.10.2023pwp-2.pdf,Res 0708-2023,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=71614&GUID=C5A9B457-98C4-4D0C-A1EA-6AB51E53206E,2023-06-30,confirmed,"Capital Supporting Detail Book (M 142, Reso A).",20216,City Council,"Approved, by Council",2023-06-30T12:00:00
2024,capital_a,source/FY24/Fiscal-Year-2024-Changes-To-The-Executive-Capital-Budget-Adopted-by-the-City-Council.pdf,Res 0708-2023,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=71614&GUID=C5A9B457-98C4-4D0C-A1EA-6AB51E53206E,2023-06-30,confirmed,"Capital Changes (""Reso A"", M 142). Companion Reso B = Res 0709-2023 (ID 71615), not downloaded.",20216,City Council,"Approved, by Council",2023-06-30T12:00:00
2024,transparency_reso_01,source/FY24/transparency-resolutions/Transparency-Reso-01-2023-08-03.pdf,Res 0726-2023,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=71693&GUID=8AE525AB-23ED-459C-842E-DFBC5CC3C6AF,2023-08-03,confirmed,,20262,City Council,"Approved, by Council",2023-08-03T13:35:00
2024,transparency_reso_02,source/FY24/transparency-resolutions/Transparency-Reso-02-2023-09-14.pdf,Res 0744-2023,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=71819&GUID=B8D550E6-677E-416D-858A-D8D1D2E3F126,2023-09-14,confirmed,,20330,City Council,"Approved, by Council",2023-09-14T18:30:00
2024,transparency_reso_03,source/FY24/transparency-resolutions/Transparency-Reso-03-2023-10-05.pdf,Res 0806-2023,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=71935&GUID=5E46C1B1-E139-4E29-8D05-206D831F4740,2023-10-05,confirmed,,20389,City Council,"Approved, by Council",2023-10-05T14:05:00
2024,transparency_reso_04,source/FY24/transparency-resolutions/Transparency-Reso-04-2023-11-02.pdf,Res 0834-2023,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=72030&GUID=679A985A-4335-486D-A73D-D07F34D9A958,2023-11-02,confirmed,,20457,City Council,"Approved, by Council",2023-11-02T18:30:00
2024,transparency_reso_05,source/FY24/transparency-resolutions/Transparency-Reso-05-2023-12-20.pdf,Res 0864-2023,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=72180&GUID=A16794C7-CBF3-4568-8FFB-A16794C7A9B2,2023-12-20,confirmed,,20553,City Council,"Approved, by Council",2023-12-20T18:30:00
2024,transparency_reso_06,source/FY24/transparency-resolutions/Transparency-Reso-06-2024-02-08.pdf,Res 0006-2024,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=72349&GUID=E16E27E3-4C58-40D0-BB11-8AAD7AFA52BC,2024-02-08,confirmed,,20665,City Council,"Approved, by Council",2024-02-08T18:30:00
2024,transparency_reso_07,source/FY24/transparency-resolutions/Transparency-Reso-07-2024-04-11.pdf,Res 0305-2024,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=74000&GUID=AC16CB4F-B542-4846-BB19-D4648C16E869,2024-04-11,confirmed,,20804,City Council,"Approved, by Council",2024-04-11T13:30:00
2024,transparency_reso_08,source/FY24/transparency-resolutions/Transparency-Reso-08-2024-05-23.pdf,Res 0436-2024,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=74256&GUID=0E7BADC2-89FA-4729-8B82-C230256D25E0,2024-05-23,confirmed,,20921,City Council,"Approved, by Council",2024-05-23T13:30:00
2024,transparency_reso_09,source/FY24/transparency-resolutions/Transparency-Reso-09-2024-06-30.pdf,Res 0484-2024,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=74356&GUID=F136B03A-C4BD-40AE-9616-51F0F7BE3B0C,2024-06-30,confirmed,,20995,City Council,"Approved, by Council",2024-06-30T18:30:00
2025,schedule_c,source/FY25/Fiscal-2025-Schedule-C-MERGE-FINAL-2.pdf,Res 0490-2024,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=74480&GUID=40E2DE40-3F8E-45AE-BB1B-A4080E4D6299,2024-06-30,confirmed,"inferred exhibit (Contract Budget reso, M 42).",20995,City Council,"Approved, by Council",2024-06-30T13:30:00
2025,terms_conditions,source/FY25/FY25-Terms-and-Conditions-1.pdf,Res 0490-2024,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=74480&GUID=40E2DE40-3F8E-45AE-BB1B-A4080E4D6299,2024-06-30,confirmed,inferred exhibit; same matter as FY2025 Schedule C (M 42).,20995,City Council,"Approved, by Council",2024-06-30T13:30:00
2025,capital_a,source/FY25/Fiscal-2025-Capital-Changes.pdf,Res 0491-2024,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=74481&GUID=D2C1C949-B3CA-463A-8BC5-326C803A9C79,2024-06-30,confirmed,"Capital Changes (M 43, Reso A).",20995,City Council,"Approved, by Council",2024-06-30T13:30:00
2025,transparency_reso_01,source/FY25/transparency-resolutions/Transparency-Reso-01-2024-08-15.pdf,Res 0517-2024,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=74597&GUID=F7B05370-C041-4C68-89EA-82D4D395D9B8,2024-08-15,confirmed,,21052,City Council,"Approved, by Council",2024-08-15T13:30:00
2025,transparency_reso_02,source/FY25/transparency-resolutions/Transparency-Reso-02-2024-09-12.pdf,Res 0559-2024,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=74713&GUID=06F14751-EDB0-4696-88EF-5BAFF4B49149,2024-09-12,confirmed,,21088,City Council,"Approved, by Council",2024-09-12T13:30:00
2025,transparency_reso_03,source/FY25/transparency-resolutions/Transparency-Reso-03-2024-10-10.pdf,Res 0597-2024,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=74800&GUID=A90604FF-CB89-4866-8FB8-D099801EEE11,2024-10-10,confirmed,,21153,City Council,"Approved, by Council",2024-10-10T13:30:00
2025,transparency_reso_04,source/FY25/transparency-resolutions/Transparency-Reso-04-2024-10-23.pdf,,,2024-10-23,not_located,"Local file present; adoption date 2024-10-23 confirmed via council.nyc.gov primary source; absent from Legistar phrase-search results, matter number not resolved.",,,,
2025,transparency_reso_05,source/FY25/transparency-resolutions/Transparency-Reso-05-2024-11-13.pdf,Res 0641-2024,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=74987&GUID=31B11577-DBD3-4D20-A20F-A1A6E8E2FFA9,2024-11-13,confirmed,,21219,City Council,"Approved, by Council",2024-11-13T18:30:00
2025,transparency_reso_06,source/FY25/transparency-resolutions/Transparency-Reso-06-2024-12-05.pdf,Res 0677-2024,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=75088&GUID=9303B891-9859-4876-9714-6FDEFF3D43B6,2024-12-05,confirmed,,21263,City Council,"Approved, by Council",2024-12-05T18:30:00
2025,transparency_reso_07,source/FY25/transparency-resolutions/Transparency-Reso-07-2025-01-23.pdf,Res 0712-2025,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=75210&GUID=E6873435-00D0-4AE7-A691-BD0D826CDEC4,2025-01-23,confirmed,,21393,City Council,"Approved, by Council",2025-01-23T13:30:00
2025,transparency_reso_08,source/FY25/transparency-resolutions/Transparency-Reso-08-2025-02-13.pdf,Res 0732-2025,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=75369&GUID=06FE016B-44E3-4ED1-9E27-3A78A504D7AA,2025-02-13,confirmed,,21433,City Council,"Approved, by Council",2025-02-13T13:30:00
2025,transparency_reso_09,source/FY25/transparency-resolutions/Transparency-Reso-09-2025-03-12.pdf,Res 0791-2025,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=75514&GUID=1A1A7EAB-2288-459C-9D94-FE2373B68454,2025-03-12,confirmed,,21480,City Council,"Approved, by Council",2025-03-12T13:30:00
2025,transparency_reso_10,source/FY25/transparency-resolutions/Transparency-Reso-10-2025-03-26.pdf,Res 0815-2025,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=75624&GUID=E315D0D5-ADFF-44BC-AD90-E59EC19F4B7F,2025-03-26,confirmed,,21518,City Council,"Approved, by Council",2025-03-26T18:30:00
2025,transparency_reso_11,source/FY25/transparency-resolutions/Transparency-Reso-11-2025-04-24.pdf,Res 0849-2025,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=75693&GUID=6BA6ABD6-3C2A-444A-9A0A-2F99CDEA6870,2025-04-24,confirmed,,,,,
2025,transparency_reso_12,source/FY25/transparency-resolutions/Transparency-Reso-12-2025-05-28.pdf,Res 0875-2025,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=75850&GUID=834D3003-01C7-4C11-B126-84D65B35CE0D,2025-05-28,confirmed,,21671,City Council,"Approved, by Council",2025-05-28T18:30:00
2025,transparency_reso_13,source/FY25/transparency-resolutions/Transparency-Reso-13-2025-06-30.pdf,Res 0959-2025,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=76075&GUID=AD973B65-F33A-4B11-994A-2FBDDF984437,2025-06-30,confirmed,,21731,City Council,"Approved, by Council",2025-06-30T18:30:00
2026,schedule_c,source/FY26/Fiscal-2026-Schedule-C-4.pdf,Res 0974-2025,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=76115&GUID=CC857BB0-6B46-4D9B-9681-B767FDF1B5D6,2025-06-30,confirmed,"inferred exhibit (Contract Budget reso, M 128).",21731,City Council,"Approved, by Council",2025-06-30T13:30:00
2026,terms_conditions,source/FY26/FY26-Terms-and-Conditions-1.pdf,Res 0974-2025,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=76115&GUID=CC857BB0-6B46-4D9B-9681-B767FDF1B5D6,2025-06-30,confirmed,inferred exhibit; same matter as FY2026 Schedule C (M 128).,21731,City Council,"Approved, by Council",2025-06-30T13:30:00
2026,capital_a,source/FY26/Fiscal-2026-Capital-Budget-Supporting-Details-1.pdf,Res 0975-2025,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=76116&GUID=C88B8E4F-54DC-4690-8772-BD3252D75884,2025-06-30,confirmed,"Capital Budget Supporting Details (M 129, Reso A).",21731,City Council,"Approved, by Council",2025-06-30T13:30:00
2026,transparency_reso_01,source/FY26/transparency-resolutions/Transparency-Reso-01-2025-08-14.pdf,Res 1013-2025,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=76221&GUID=01CD2610-B141-4C37-9B85-986A549BB691,2025-08-14,confirmed,,21806,City Council,"Approved, by Council",2025-08-14T18:30:00
2026,transparency_reso_02,source/FY26/transparency-resolutions/Transparency-Reso-02-2025-09-25.pdf,Res 1059-2025,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=76441&GUID=8AE8D84A-AB69-4B9A-813A-EC275C425B81,2025-09-25,confirmed,,21906,City Council,"Approved, by Council",2025-09-25T18:30:00
2026,transparency_reso_03,source/FY26/transparency-resolutions/Transparency-Reso-03-2025-10-29.pdf,Res 1100-2025,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=76604&GUID=37796C8C-0093-45CF-9F5D-5F7B95200446,2025-10-29,confirmed,,21992,City Council,"Approved, by Council",2025-10-29T13:30:00
2026,transparency_reso_04,source/FY26/transparency-resolutions/Transparency-Reso-04-2025-11-25.pdf,Res 1153-2025,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=76762&GUID=DFCA0CF3-EA86-424E-9BE7-31B91EFFA734,2025-11-25,confirmed,,22060,City Council,"Approved, by Council",2025-11-25T18:30:00
2026,transparency_reso_05,source/FY26/transparency-resolutions/Transparency-Reso-05-2025-12-18.pdf,Res 1186-2025,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=76863&GUID=57C3A63D-C050-40C2-9C27-FAB99C67010D,2025-12-18,confirmed,,22114,City Council,"Approved, by Council",2025-12-18T13:40:00
2026,transparency_reso_06,source/FY26/transparency-resolutions/Transparency-Reso-06-2026-02-12.pdf,Res 0255-2026,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=77952&GUID=C36B06D0-D039-46CD-951C-A2875CA3BF1B,2026-02-12,confirmed,,22223,City Council,"Approved, by Council",2026-02-12T13:30:00
2026,transparency_reso_07,source/FY26/transparency-resolutions/Transparency-Reso-07-2026-03-10.pdf,Res 0353-2026,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=78310&GUID=D7504BF6-F9DF-4F3F-BAD0-5CBCCCB4EFB2,2026-03-10,confirmed,,22315,City Council,"Approved, by Council",2026-03-10T13:30:00
2026,transparency_reso_08,source/FY26/transparency-resolutions/Transparency-Reso-08-2026-04-16.pdf,Res 0420-2026,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=78579&GUID=9BCE9066-AABE-4928-BEA3-4C46EC83E440,2026-04-16,confirmed,,22408,City Council,"Approved, by Council",2026-04-16T13:30:00
2026,transparency_reso_09,source/FY26/transparency-resolutions/Transparency-Reso-09-2026-05-20.pdf,Res 0479-2026,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=78870&GUID=3D3655A0-06EF-4C6B-A0D4-D95AA6A34FFA,2026-05-20,confirmed,,22503,City Council,"Approved, by Council",2026-05-20T13:30:00
2026,transparency_reso_10,source/FY26/transparency-resolutions/Transparency-Reso-10-2026-06-30.pdf,Res 0529-2026,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=79151&GUID=78561307-299E-48B7-87EA-A97C18EF48F0,2026-06-30,confirmed,,22592,City Council,"Approved, by Council",2026-06-30T17:05:00
2027,schedule_c,source/FY27/Fiscal-2027-Schedule-C-Final-3.pdf,Res 0540-2026,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=79146&GUID=45F33EBC-A752-4F42-A473-67D0C9EFF5A0,2026-06-30,confirmed,"inferred exhibit (Contract Budget reso, M 69).",22592,City Council,"Approved, by Council",2026-06-30T17:05:00
2027,terms_conditions,source/FY27/FY27-FINAL-Terms-and-Conditions-6.30.26.pdf,Res 0540-2026,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=79146&GUID=45F33EBC-A752-4F42-A473-67D0C9EFF5A0,2026-06-30,confirmed,inferred exhibit; same matter as FY2027 Schedule C (M 69).,22592,City Council,"Approved, by Council",2026-06-30T17:05:00
2027,capital_a,source/FY27/Supporting-Detail-for-FY2027-Changes-To-the-Executive-Capital-Budget-Pursuant-to-Section-254.V4.pdf,Res 0541-2026,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=79130&GUID=38B41267-1949-4412-B255-E139B449CF45,2026-06-30,confirmed,"Capital Supporting Detail (M 70, Reso A).",22592,City Council,"Approved, by Council",2026-06-30T17:05:00
