member,organization,program,ein,amount,purpose
Brewer,Goddard Riverside Community Center,West 88th Street Senior Center,131893908,20000,Funds will support programming at West 88th Street Senior Center.
Stevens,"God's Love We Deliver, Inc.",Home-Delivered Meals - Council District 16,133366846,10000,"Funds will be used to support the provision of home-delivered meals to seriously ill people, their children (to age 18) and their senior caregivers in Council District 16."
Rivera,"Grand Street Settlement, Inc.",Senior Services - Council District 2,135562230,20000,Funds will support Grand Street Settlement's senior programs in Council District 2.
Brooks-Powers,Greater Bethel Community Development Corporation,Council District 31,320000557,10000,The funding will support district based senior services in Council District 31.
Bottcher,"Greenwich House, Inc.",Council District 3,135562204,6000,"Funds will be used to provide workforce services, furnishing space, outreach and wraparound services."
Marte,"Greenwich House, Inc.",Independence Plaza Older Adult Center,135562204,10000,"Funding to provide a comprehensive range of social, cultural, and wellness services at the Independence Plaza Older Adult Center."
Marte,"Greenwich House, Inc.",Music School Older Adult Choral & Songwriting Classes,135562204,10000,"Funding will be used to cover program costs associated with the Music School, including teachers and supplies. Page 9 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Hudson,"GRIOT Circle, Inc.",Health & Wellness - Council District 35,113364328,10000,"Funds will support GRIOT’s core programs, including their Buddy 2 Buddy peer caregiver program for LGBTQIA+ elders of color."
Zhuang,Guangdong Association of America Corp.,Senior Services,813801668,5000,Funding for senior meal program in Council District 43.
Joseph,"Haitian Centers Council, Inc.",Council District 40,112648501,5000,Fund will be used to support district based senior services and general support expenses.
Louis,"Haitian Centers Council, Inc.",Council District 45,112648501,6000,"Funds will be used to offer year-round seniors services through free weekly cardio fitness classes, improving the quality of life seniors of color through ongoing culturally- appropriate physical activity and nutritional programs."
Marte,"Hamilton-Madison House, Inc.",City Hall Older Adult Center,135562412,17000,"These funds will support the City Hall Older Adult Center that serves a majority Asian- American, Chinese-speaking senior population."
Marte,"Hamilton-Madison House, Inc.",Senior Center Programs,135562412,25000,"To support educational and recreational programs for seniors, virtually and in person."
Paladino,"HANAC, Inc.",Angelo Petromelis College Point Senior Center,112290832,20000,"The funds will support operational costs, purchase kitchen AC unit, activities/programming for seniors at the Angelo Petromelis Senior Center in Council District 19."
Caban,"HANAC, Inc.",Douris Tower,112290832,22000,Funds will be used to defray operating expenses of George Douris Tower.
De La Rosa,"HANAC, Inc.",Hellenic Senior Program - St. Spyridon,112290832,7000,To support senior programming at St. Spyridon Church.
Won,"HANAC, Inc.",Ravenswood Older Adult Center,112290832,10000,"Funding will be used to provide social services, health promotion, wellness with nutrition, health exercises, and senior programming for the Ravenswood Older Adult Center."
Caban,"HANAC, Inc.",Senior Services - Council District 22,112290832,7000,"Funds will be used to support the Extended Services Program, which provides free senior casework in Council District 22."
Salaam,"Harlem Advocates for Seniors, Inc.",Philips Senior House & West 135th St Apartments,811966114,7500,Funds to support programs for older adults at Philips Senior House and the West 135th St Apartments.
Abreu,"Harlem Advocates for Seniors, Inc.",Senior Committee Older Adult Program - Council District 7,811966114,10000,Funding to support programming for older adults in Council District 7.
Salaam,"Harlem Presents, Inc.",Harlem Senior Center,800783830,7500,Funds to support weaving activities in a Harlem senior center.
Bottcher,"Hartley House, Inc.",HOPE Program - Council District 3,131656652,9000,Funds will support HOPE programming and services.
Menin,"Health Advocates for Older People, Inc.",,134165807,6500,"To fund the Healthy Aging Program which promotes maintenance of physical and mental health for seniors residing in Council District 5, publicly noticed through Council District 5 monthly newsletter and website."
Carr,"Health Essential Association, Inc.",,452871053,10000,Funds to be used for programming and services for seniors.
Zhuang,"Health Essential Association, Inc.",Senior Wellness Program,452871053,7500,Funding for senior wellness program in Council District 43.
Feliz,Health Insurance Plan of Greater New York,Constituent Outreach - Council District 15,131828429,10000,Funding will go towards constituent outreach and events in the district.
Aviles,"Heights and Hills, Inc.",Caregiver & Case Management Program,237237927,10000,"Funds to provide support volunteer programs, in support of the work of our Case Management and Caregiver Programs."
Restler,"Heights and Hills, Inc.",Case Management - Council District 33 Volunteer Program,237237927,5500,To provide in-home case management services in Council District 33. Page 10 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Hudson,"Heights and Hills, Inc.",Case Management Support - Council District 35,237237927,10000,Funding for volunteer programs in support of ongoing in-home case management for homebound older adults.
Joseph,"Heights and Hills, Inc.",Council District 40,237237927,5000,Funds will support programs and work to assist seniors in Council District 40.
Hanif,"Heights and Hills, Inc.",Senior Center Programming,237237927,19000,"Funds will be used to support arts and cultural programs, education and recreation, technology classes, health promotion and general operations of the center."
Restler,Helen Keller Services,Adaptive Living Program - Council District 33,111630807,5000,To support the free Adaptive Living Program (ALP) for visually impaired seniors in Council District 33.
Brannan,Helen Keller Services,Assistance & Training for Legally Blind Older Adults,111630807,5000,"To support skills based training, resource navigation, and other assistance for legally blind older adults."
Rivera,Henry Street Settlement,Henry Street Senior Services,131562242,15000,Funds will support the Henry Street Senior Center.
Yeger,"Homecrest Community Services, Inc.",,113373115,5000,"Funding to provide educational and recreational services for seniors, access and translation (Chinese-English) services, case assistance, community workshops, health and wellness promotion."
Vernikov,"Homecrest Community Services, Inc.",Homecrest Senior Center,113373115,5000,Funding to support operational expenses and social services programming for seniors at Homecrest Senior Center.
Stevens,"Hope of Israel Senior Citizens Center, Inc.",Senior Center - Council District 16,132749857,10000,Funding to support recreational activities and programming at the Hope of Israel Senior Citizens center in Council District 16.
Salamanca,"Housing Options and Geriatric Association Resources, Inc.",Senior Case Assistance Program & Golden Age Clubhouse - Council District 17,133887707,30000,To support the Senior Case Assistance Program/Golden Age Clubhouse for low income seniors in Council District 17.
Gennaro,"India Home, Inc.",,208747291,40000,"Funding will provide halal lunch, exercise, physical therapy, and yoga sessions for seniors to keep them healthy and active."
Krishnan,"India Home, Inc.",,208747291,13000,Funds will be used to support India Home's Senior Center programs as well as its services.
Williams,"India Home, Inc.",,208747291,10000,"Funds will be used to support culturally competent senior programming, home delivered meals & groceries, wellness check-up calls, virtual health and wellness activities, educational seminars, civic engagement, etc."
Adams,"India Home, Inc.",Seniors Services - Council District 28,208747291,11000,Funds will support case management and programing at senior center in Richmond Hill.
Stevens,"Institute for the Puerto Rican/Hispanic Elderly, Inc.",Arturo Schomburg Senior Center - Council District 16,132987263,15000,Funds will be used to cover the cost of running recreational activities at the IPR/HE Arturo Schomburg Senior Center in Council District 16.
Ayala,"Institute for the Puerto Rican/Hispanic Elderly, Inc.",Betances Senior Center,132987263,10000,"To provide funding for health and fitness workshops, cultural events and activities, as well as critical case assistance to seniors and families at Betances Senior Center."
Salamanca,"Institute for the Puerto Rican/Hispanic Elderly, Inc.",Bronx River Older Adult Center,132987263,30000,Funds will be used for Bronx River Older Adult Center programming.
Ayala,"Institute for the Puerto Rican/Hispanic Elderly, Inc.",Carver Senior Center,132987263,10000,Funding will provide access to critical services for seniors at Carver Senior Center. Page 11 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Krishnan,"Institute for the Puerto Rican/Hispanic Elderly, Inc.",Elmhurst/Jackson Heights Senior Center,132987263,5000,"To fund Elmhurst/Jackson Heights Senior Center’s educational and recreational programs and activities, as well as case assistance to center seniors and their caregivers."
Farias,"Institute for the Puerto Rican/Hispanic Elderly, Inc.",James Monroe Houses - Council District 18,132987263,15000,Funding to support the Health Aging Program at James Monroe Houses in Council District 18.
Won,"Jacob A. Riis Neighborhood Settlement, The",Queensbridge Older Adult Center,111729398,35000,Funding to support Queensbridge/Riis Neighborhood Senior Center.
Powers,"James Lenox House Association, Inc.",Geriatric Nurse,131624148,5000,Funding will support a Registered Nurse geriatrician who services residents two evenings weekly.
Ayala,Jewish Association for Services for the Aged (JASA),1199 NORC,132620896,5000,"To provide funding for JASA's health-related programming, which addresses chronic diseases, nutrition, and weight management."
Gutierrez,Jewish Association for Services for the Aged (JASA),Bushwick/Hylan NORC SSP,132620896,5000,To support programming for seniors at Bushwick/Hylan NORC SSP.
Brewer,Jewish Association for Services for the Aged (JASA),Club 76 Older Adult Center,132620896,5000,Funds will support JASA Club 76 Older Adult Center programming and services.
Brooks-Powers,Jewish Association for Services for the Aged (JASA),Council District 31,132620896,10000,Funding will support JASA’s socialization and intergenerational programming in Council District 31.
Brooks-Powers,Jewish Association for Services for the Aged (JASA),Digital Literacy Education - Council District 31,132620896,10000,Funding will support digital literacy education for seniors in Council District 31.
Marmorato,Jewish Association for Services for the Aged (JASA),Ginsburg Older Adult Center,132620896,5000,Funds to support programming at the Ginsburg Older Adult Center.
Narcisse,Jewish Association for Services for the Aged (JASA),HES Older Adult Center,132620896,25000,Funding to provide services and activities to older adults in Council District 46 at the HES Older Adult Center.
Lee,Jewish Association for Services for the Aged (JASA),Holliswood Older Adult Center,132620896,6000,"Funding to support senior programming, events, and activities in Holliswood Older Adult Center."
Banks,Jewish Association for Services for the Aged (JASA),JASA Community Center - Council District 42,132620896,5000,Funds will be used to support senior services programming at the JASA community center in Starrett City in Council District 42.
Banks,Jewish Association for Services for the Aged (JASA),JASA Starrett City Older Adult Center services program,132620896,5000,Funds will be used to support the operation of all senior programming conducted by the JASA Starrett City Older Adult Center Services Program.
Brannan,Jewish Association for Services for the Aged (JASA),Older Adult Services - Council District 47,132620896,10000,"To support recreational, social, and supportive programming and services for older adult residents of Council District 47."
Bottcher,Jewish Association for Services for the Aged (JASA),Penn South - Council District 3,132620896,19500,"Funds will support health and educational programs, cultural and recreational activities, counseling, referral and other related services to improve the quality of life of Penn South residents."
Salaam,Jewish Association for Services for the Aged (JASA),Riverton Square NORC-SSP,132620896,7000,To support older adults at Riverton Square NORC-SSP.
Brewer,Jewish Association for Services for the Aged (JASA),RNA House NORC - Supportive Services Program,132620896,5000,Funds will support Supportive Services Program at RNA House NORC.
Ariola,Jewish Association for Services for the Aged (JASA),Rockaway Park Older Adult Center (OAC),132620896,10000,Funds will be used to support programming and services as well as operational expenses of Rockaway Park Older Adult Center. Page 12 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Brooks-Powers,Jewish Association for Services for the Aged (JASA),Roy Reuther Older Adult Center,132620896,15000,"Funding will support virtual and in-person digital literacy classes for seniors at Roy Reuther Older Adult Center, located, in Council District 31."
Vernikov,Jewish Association for Services for the Aged (JASA),Scheur House Brighton 6th,132620896,5000,"Funding to support programs, senior outings, supplies and operating costs at Scheuer House Brighton 6."
Vernikov,Jewish Association for Services for the Aged (JASA),Senior Alliance Senior Center,132620896,10000,"Funding to support programming, activities and services at JASA Senior Alliance 161 Corbin Place."
Vernikov,Jewish Association for Services for the Aged (JASA),Senior Food Program - Council District 48,132620896,5000,Funding for home delivered meals for seniors residing in the 48th Council District.
Brewer,Jewish Association for Services for the Aged (JASA),St. Martins Tower NORC - Supportive Services Program,132620896,5000,Funds will support NORC Supportive Services Program.
Banks,Jewish Association for Services for the Aged (JASA),Starrett City Senior Center,132620896,5000,Funding to support operating expense costs for senior programming at Starrett City Senior Center.
Marmorato,Jewish Association for Services for the Aged (JASA),Throggs Neck,132620896,5000,"Funds will support senior programming, events to provide entertainment and useful information to seniors, and transportation costs for senior trips in the Throggs Neck region."
Vernikov,Jewish Association for Services for the Aged (JASA),Trumps United,132620896,5000,"Funding to support programming, activities and services at JASA Trump United."
Vernikov,Jewish Association for Services for the Aged (JASA),Warbasse Cares NORC,132620896,5000,This funding will support District 48 based senior services for JASA/Warbasse Cares NORC.
Gutierrez,Jewish Association for Services for the Aged (JASA),Williamsburg Senior Center,132620896,10000,To support programming for seniors at Williamsburg Senior Center.
Carr,"Jewish Community Center of Staten Island, Inc.",,135562256,16000,"Funds will enhance and expand current programming, including case management, referrals, nutrition, education and recreation."
Borelli,"Jewish Community Center of Staten Island, Inc.",Senior Olympics,135562256,5000,Funds will be used to support Senior Olympics.
Hanks,"Jewish Community Center of Staten Island, Inc.",Stapleton Older Adult Center,135562256,15000,Funding will support an Outreach Coordinator at the Stapleton Older Adult Center.
Narcisse,"Jewish Community Council of Greater Coney Island, Inc.",,112665181,5000,Funds to provide transportation to older adults for essential services and appointments.
Osse,"Jewish Community Council of Greater Coney Island, Inc.",,112665181,10000,Funding for Older Adult Transportation for Council District 36 seniors.
Joseph,"Jewish Community Council of Greater Coney Island, Inc.",Council District 40,112665181,5000,Fund will be used to provide transportation for older adults in Council District 40.
Vernikov,"Jewish Community Council of Greater Coney Island, Inc.",Homecare Program,112665181,20000,Funding to support the expenses related to Senior Citizen Homecare programming and Services.
Vernikov,"Jewish Community Council of Greater Coney Island, Inc.",Jay Harama Senior Center,112665181,5000,"Funding to support various programming, activities and services at Jay Harama Senior Center."
Aviles,"Jewish Community Council of Greater Coney Island, Inc.",Older Adult Transportation,112665181,10000,Funds will be used to provide transportation program support. Page 13 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Louis,"Jewish Community Council of Greater Coney Island, Inc.",Senior Citizen Program - Council District 45,112665181,5000,"Funds will be used to support our Older Adult Center programs such as educational/recreational classes, home delivered meals and congregate meals at JCCGCI Older Adult Centers."
Brannan,"Jewish Community Council of Greater Coney Island, Inc.",Senior Citizen Transportation - Council District 47,112665181,10000,To support free transportation services for older adults in Council District 47.
Vernikov,"Jewish Community Council of Greater Coney Island, Inc.",Senior Food Program,112665181,7500,"Funds to support seniors in need services, food pantry and home delivered meals program."
Vernikov,"Jewish Community Council of Greater Coney Island, Inc.",Senior Transportation Program,112665181,7500,Funding to support senior transportation program which transports seniors of medical and non-medical appointments.
Ariola,"Jewish Community Council of the Rockaway Peninsula, Inc.",Services for Holocaust Survivors,112425813,20000,Funds will be used to support Kosher Client Choice Food Pantry especially for senior clients and Holocaust survivors and to support social services coordination.
Farias,Kips Bay Boys & Girls Club,Castle Hill Senior Center,131623850,20000,Funding to continue programming at the Castle Hill Senior Center.
Ung,"Korean American Senior Citizens Society of Greater New York, Inc.",Korean American Senior Services,112455396,5000,To support Korean American senior case assistance and senior programming for residents in Council District 20.
Paladino,"Korean Community Services of Metropolitan New York, Inc.",Social Service Program,237348989,10000,Funds will support expenses for social adult day care in Council District 19.
Gutierrez,"La Nueva Esperanza, Inc.",Senior Support - Council District 34,204393724,10000,To provide services to seniors suffering with substance abuse and/or HIV/AIDS.
Menin,"Lenox Hill Neighborhood House, Inc.",,131628180,17500,"To support the East Side Case Management Consortium, the Center at Lenox Hill Neighborhood House and the Support Our Seniors programing."
Powers,"Lenox Hill Neighborhood House, Inc.",Senior Center at Saint Peter's Church,131628180,15000,"Funding will support the Senior Center at Saint Peter's Church, which serves seniors annually with diverse meal, intellectual, health, and social programs."
Powers,"Lenox Hill Neighborhood House, Inc.",Senior Transportation,131628180,5000,Funding will support transportation for seniors to programs at the Center.
Joseph,Life of Hope,Council District 40,205252137,5000,Fund will be used to provide to health and wellness services to older adults in Council District 40.
Carr,"Lifestyles for the Disabled, Inc.",,133740011,8000,"Funding will be used for the operational costs to provide meals, movie nights, art classes, and other entertaining activities throughout the year to Staten Island seniors."
Borelli,"Lifestyles for the Disabled, Inc.",Horticulture Program,133740011,12500,This funding will support district based senior services.
Hanks,"Lifestyles for the Disabled, Inc.",Serving Our Seniors,133740011,10000,Funding will support the Serving Our Seniors program in Council District 49.
Holden,"Maspeth Town Hall, Inc.",Senior Programming,237259702,10000,"Funds to be used for staff support, programming, activities for seniors in Council District 30."
Carr,"Meals on Wheels of Staten Island, Inc.",,132894978,10000,Funds will be used to help support the Meals on Wheel Nutrition Services.
Lee,"Medicare Rights Center, Inc.",,133505372,5000,To fund Town Hall Enrollment and Outreach in Council District 23.
Salaam,"Medicare Rights Center, Inc.",,133505372,5000,"To provide services to Medicare enrolled elderly, as well as those who want to enroll in Medicare."
Salaam,"Medicare Rights Center, Inc.",,133505372,5000,"To provide services to Medicare enrolled elderly, as well as those who want to enroll in Medicare. Page 14 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Powers,"Medicare Rights Center, Inc.",Council District 4,133505372,5000,Funding will support community presentations in Council District 4 about how to access and enroll in Medicare programs.
Brewer,"Medicare Rights Center, Inc.",Education & Enrollment Program,133505372,5000,Funds will support the Education & Enrollment Program and services in Council District 6.
Brannan,"Medicare Rights Center, Inc.",Medicare Counseling & Enrollment Assistance - Council District 47,133505372,5000,To support Medicare enrollment assistance and counselling/advice for Council District 47 residents.
Bottcher,"Medicare Rights Center, Inc.",Medicare Education & Enrollment Services - Council District 3,133505372,5000,Funding to support Medicare Education and Enrollment services.
Hudson,"Medicare Rights Center, Inc.",Medicare Education & Enrollment Virtual Town Hall - Council District 35,133505372,5000,To fund Medicare education town halls in Council District 35.
Williams,"Merrill Park Civic Association of Springfield Gardens, Inc.",,112304928,5000,Funds will be used to support the cost associated with senior programming.
Borelli,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",,132738818,15000,Funding to senior home repair program for Council District 51 constituents.
Krishnan,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",,132738818,10000,"Funding for case workers to assist senior clients facing evictions, medical payments and various other services for seniors."
Feliz,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Food Distribution - Council District 15,132738818,15000,Funds will support meal distribution events and social services.
Ung,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Senior Repair Program - Council District 20,132738818,5000,To provide free handyman services and home repairs for low-income older adults in Council District 20.
Marmorato,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",SenioRepair Program - Council District 13,132738818,5000,Funding to support the SenioRepair program.
Brannan,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Social Services - Council District 47,132738818,7500,To support Met Council's social services and assistance.
Restler,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Social Services for Older Adults - Council District 33,132738818,6000,To provide social services for seniors in Council District 33.
Ariola,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Social Services Program,132738818,17500,This funding will support district based senior services.
Abreu,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Social Services Program - Council District 7,132738818,7500,"Funding to support senior clients secure government benefits and entitlements, including counseling, financial assistance and emergency food in Council District 7."
Brewer,"Migrant Kitchen Incorporated, The",Meal Distributions - Council District 6,850592518,5000,Funds will support meal distributions to seniors who are facing food insecurity in Council District 6.
Abreu,"Morningside Retirement and Health Services, Inc.",NORC Program - Council District 7,136206256,12500,Funding to support the Morningside Retirement and Health Services NORC program. Page 15 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Sanchez,"Morris Heights Health Center, Inc.",Community Wellness,061081232,20000,"To support community engagement at MHHC's senior housing complex through transportation, trips and community events for Morris Heights seniors."
Marmorato,"Morris Park Community Association, Inc.",,237429900,5000,To support the aging populations of Morris Park through food security and senior programming.
De La Rosa,"Mosholu-Montefiore Community Center, Inc.",Marble Hill Senior Citizen Center,133622107,10000,To support programming at the Marble Hill Senior Center.
Dinowitz,"Mosholu-Montefiore Community Center, Inc.",Older Adult Center - Council District 11,133622107,25000,"Funding to support programming activities for older adults, including special events, trips, program marketing, consultants to facilitate activities to seniors, incentives for recruitment and retention for seniors and staffing."
Menin,Moving For Life,,465251831,7500,Funding will support an adult exercise and movement program within Council District 5.
Menin,Moving For Life,,465251831,7000,To support a Senior Fitness classes weekly in John Jay Park in City Council District 5 for fall and spring that introduce seniors to athletic activities in a supportive and social environment.
Abreu,Moving For Life,Exercise for Health - Council District 7,465251831,7000,Funding to support Moving for Life programming in Council District 7.
Hanks,"Mt. Sinai Center for Community Enrichment, Inc.",Senior Day Care,134082027,20000,Funding will support the Senior Day Care program in Council District 49.
Yeger,"Nachas Health and Family Network, Inc.",,113067201,5000,"Funds will support a comprehensive senior program, including detailed case management sessions resulting in entitlement procurement, including client prescreening, etc."
Salaam,"National Jazz Museum in Harlem, The",Council District 9,133853627,8500,To provide services consisting of entertainment and education to older adults in Council District 9.
Krishnan,"Neighborhood Housing Services of Queens CDC, Inc.",,471267077,5000,To fund informational programming about home ownership and senior citizens assistance programs.
Marmorato,Neighborhood Initiatives Development Corporation (NIDC),,133110811,5000,Funds to support senior programming at Congregation Sons of Israel with Rabbi Fuchs.
Salamanca,"Neighborhood Self Help by Older Persons Project, Inc.",Casa Boricua Senior Center - Council District 17,133077047,15000,Funds will support senior activities and events at Casa Boricua Senior Center.
Farias,"Neighborhood Self Help by Older Persons Project, Inc.",Lafayette Estates NORC - Council District 18,133077047,15000,"Funding to provide educational, socialization, and health and wellness programs at the Lafayette Estates NORC in Council District 18."
Salaam,"New Economy Project, Inc.",,133842270,8500,To provide legal assistance and know-your-rights programs to older adults.
Carr,"New York City Verrazano 10-13 Association, Inc.",,134151778,5000,"Funds will be used to support free workshops, marketing material and general operating expenses for the senior safety & security workshops."
Borelli,"New York City Verrazano 10-13 Association, Inc.",Senior Programs - Council District 51,134151778,5000,Funding to support senior programs in Council District 51.
Menin,"New York Foundation for Senior Citizens, Inc.",,132618568,10000,"To support the Home Sharing and Respite Care Program for residents in Council District 5, publicly noticed through Council District 5 monthly newsletter and website."
Rivera,"New York Foundation for Senior Citizens, Inc.",Council District 2,132618568,10000,Funds will support New York Foundation for Senior Citizens programs and operations in Council District 2. Page 16 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Powers,"New York Foundation for Senior Citizens, Inc.",Council District 4,132618568,5000,"Funding will support the Home Sharing and Respite Care program, which provides home care assistance to seniors in Council District 4."
De La Rosa,"New York Foundation for Senior Citizens, Inc.",Dyckman Senior Center,132618568,15000,To support programming at the Dyckman Senior Center.
Brewer,"New York Foundation for Senior Citizens, Inc.",Home Sharing & Respite Care Program,132618568,5000,Funds will support the Home Sharing and Respite Care program.
Marte,"New York Foundation for Senior Citizens, Inc.",LaGuardia Senior Center,132618568,8500,"The funds requested will be used to WiFi the centers, which will enhance and expand LaGuardia Senior Center's health promotion, social and recreational programs and services."
Marte,"New York Foundation for Senior Citizens, Inc.",Mott Street Senior Center,132618568,7500,"The funds requested will be used to WiFi the centers, which will enhance and expand Mott Street Senior Center's health promotion, social and recreational programs and services."
Holden,"New York Irish Center, Inc.",Senior Programming,550869151,5000,Funds to be used to support programs and services for seniors.
Won,"New York Irish Center, Inc.",Senior Wellness & Socialization Program,550869151,20000,Funding will supplement activities and programming for seniors.
Narcisse,"New York Lawyers for the Public Interest, Inc.",,132860703,5000,Funds will be used to provide services to older adults in the Council District 46.
Holden,"Newtown (Italian) Senior Citizens Center, Inc.",Senior Programming & Services,112308129,10000,"Funding to support senior services, programming & activities in Council District 30."
Aviles,"NIA Community Services Network, Inc.","Comprehensive Senior Recreation, Assistance & Support Services",112697931,5000,Funds will be used to provide comprehensive services for seniors.
Brannan,"NIA Community Services Network, Inc.",Programming & Assistance for Seniors - Council District 47,112697931,31000,"To support NIA's recreational, assistance, and support services."
Borelli,"Noble Maritime Collection, The",,133351673,10000,Funding will support arts programming and support for seniors in Council District 51.
Marmorato,"North East Bronx Senior Citizens Center, Inc.",,132759045,25000,"To provide physical activities, healthy food, and social events for seniors in the Northeast Bronx."
Vernikov,"Ohel Children's Home and Family Services, Inc.",,116078704,5000,Funding to support a variety of district based senior services.
Hanif,"Older Adults Technology Services (OATS), Inc.",,550882599,7500,Funds will support free intensive and high-quality technology trainings aimed at closing the digital divide and connecting seniors aged 60+.
Joseph,"Older Adults Technology Services (OATS), Inc.",Council District 40,550882599,5000,Fund will be used by OATS to offer access to an intensive and high-quality technology trainings aimed at closing the digital divide and connecting seniors aged 60 and plus.
Menin,"Older Adults Technology Services (OATS), Inc.",Council District 5,550882599,10000,"To fund a free community-based programming for older adults including technology- training and certification classes, workshops & special events, where laptops and internet connections (where necessary) are brought to senior centers in Council District 5."
Gutierrez,"Older Adults Technology Services (OATS), Inc.",Digital/Virtual Literacy & Technology Training - Council District 34 Older Adults,550882599,5000,Funding will support Digital/Virtual Literacy and Technology Training for Older Adults in Council District 34. Page 17 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
